Company Name,Sector,Stage,Amount,Location,Founded,Investor,Funding Year,Startup_Age,label,above_threshold
Winzo,gaming startup,Seed,2000000.0,New Delhi,2018.0,"Makers Fund, Courtside Ventures",2020,2.0,technology,False
mCaffeine,cosmetics,Series B,5000000.0,Mumbai,2015.0,"RPSG Ventures, Amicus Capital",2020,5.0,non-technology,False
Pocket FM,fm,Series A,5000000.0,Bangalore,2018.0,"Times Group, Lightspeed",2020,2.0,non-technology,False
Snackible,healthcare,Bridge,1000000.0,Mumbai,2015.0,"Mumbai Angels, Murali Nair",2020,5.0,technology,False
FreshtoHome,e-commerce,Seed,16000000.0,Bangalore,2015.0,"Ascent Capital, Iron Pillar",2020,5.0,technology,True
Jumbotail,retail,Series B2,11000000.0,Bangalore,2015.0,"Nexus Venture Partners, Capria Ventures",2020,5.0,technology,True
Nykaa,e-commerce,Seed,1000000.0,Mumbai,2012.0,"Katrina Kaif, Steadview Capital",2020,8.0,technology,False
TagZ Foods,food,Seed,1000000.0,Bangalore,2019.0,"Exfinity Venture Partners, Shesh Kondi",2020,1.0,non-technology,False
Genius Teacher,edtech,Seed,2000000.0,Mumbai,2016.0,"Sandeep Tandon, Daniel Lapus",2020,4.0,technology,False
Krimanshi Feeds,nutrition sector,Seed,500000.0,Jodhpur,2015.0,"Rajasthan Venture Capital Fund, AIM Smart City",2020,5.0,technology,False
Origo,agritech,Debt,4000000.0,Gurugram,2010.0,Northern Arc Capital,2020,10.0,technology,False
GetVantage,fintech,Seed,5000000.0,Mumbai,2019.0,"Samyakth Capital, Venture Catalysts",2020,1.0,technology,False
Betterplace,tech platform,Series B,10000000.0,Bangalore,2015.0,Jungle Ventures,2020,5.0,technology,True
Biddano,healthcare,Pre-series A,600000.0,Mumbai,2016.0,Windrose Capital,2020,4.0,technology,False
InVideo,video,Series A,15000000.0,Mumbai,2017.0,"Base Partners, Sequoia Capital India",2020,3.0,non-technology,True
Arzooo,retail tech,Series A,7500000.0,Bangalore,2016.0,"3Lines, Jabbar Internet Group",2020,4.0,technology,False
Hubilo,tech company,Seed,4500000.0,San Francisco,2020.0,"Nishant Rao, Jonathan Boutelle",2020,0.0,technology,False
BASIC Home Loan,fintech,Seed,5000000.0,Gurugram,2020.0,Picus Capital,2020,0.0,technology,False
Ketos,ai startup,Seed,18000000.0,San Francisco,2015.0,"Citi Ventures, Illuminated Funds Group",2020,5.0,technology,True
SUGAR cosmetics,cosmetics,Debt,2000000.0,Mumbai,2012.0,"A91 Partners, RB Investments Pte. Ltd",2020,8.0,non-technology,False
Signzy,fintech,Seed,5400000.0,Bangalore,2015.0,"GenNext Ventures, Contrarian Drishti Partners",2020,5.0,technology,False
Ahaguru,edtech,Series A,1000000.0,Chennai,2012.0,Anand Mahindra,2020,8.0,technology,False
Tekion,ai startup,Series C,1500000.0,San Ramon,2016.0,"Alliance Ventures, Storm Ventures",2020,4.0,technology,False
Brighteye Ventures,edtech,Seed,5400000.0,Paris,2017.0,Tandem,2020,3.0,technology,False
EzeRx,medtech,Seed,200000.0,Kolkata,2018.0,"Indian Oil Corporation, Krishna Chakravarty",2020,2.0,technology,False
VitalTech,heathtech,Seed,3000000.0,Bangalore,2018.0,Tech Mahindra,2020,2.0,technology,False
Genius Teacher,edtech,Seed,2000000.0,Mumbai,2016.0,"Whiteboard Capital, VKG Ventures LLP.",2020,4.0,technology,False
Ultraviolette Automotive,automobiles,Series B,4000000.0,Bangalore,2014.0,TVS Motor Company,2020,6.0,technology,False
Tring,social media,Seed,1000000.0,Mumbai,2019.0,"Sujeet Kumar, Hemesh Singh",2020,1.0,technology,False
Rare Planet,retail startup,Pre-series A,400000.0,Kolkata,2015.0,Venture Catalysts,2020,5.0,technology,False
GoodGamer,gaming,Seed,2500000.0,Bangalore,2020.0,Inflection Point Ventures,2020,0.0,technology,False
InnAccel,medtech,Pre-series A,1500000.0,Bangalore,2012.0,Mount Judi Ventures,2020,8.0,technology,False
Tiliter,retail,Seed,7500000.0,Sydney,2017.0,"AngelList, Investec",2020,3.0,technology,False
Slintel,sles and marketing,Seed,4200000.0,San Francisco Bay Area,2016.0,"Accel, Stellaris Venture Partners",2020,4.0,technology,False
SoOLEGAL,legaltech,Seed,4000000.0,New Delhi,2015.0,Inflection Point Ventures,2020,5.0,technology,False
HobSpace,edtech,Seed,200000.0,Mumbai,2019.0,Artha Venture,2020,1.0,technology,False
Supplynote,saas startup,Seed,500000.0,Noida,2015.0,"MOX, SOSV",2020,5.0,technology,False
Hire Me Car,car service,Seed,1000000.0,Noida,2019.0,Inflection Point Ventures,2020,1.0,technology,False
ShopUp,e-commerce,Series A,22000000.0,Bangaldesh,2017.0,"Flourish Ventures, Lonsdale Capital",2020,3.0,technology,True
Harmonizer India,tech startup,Seed,1000000.0,Bangalore,2019.0,Kapil Dev,2020,1.0,technology,False
Zomato,foodtech,Seed,52000000.0,Gurugram,2008.0,"Kora, Tiger Global Management",2020,12.0,technology,True
Dukaan,tech startup,Seed,6000000.0,Mumbai,2020.0,"Lightspeed, Matrix Partners.",2020,0.0,technology,False
CredR,bike marketplace,Seed,2000000.0,Mumbai,2014.0,"Eight Roads Ventures, On Mauritius",2020,6.0,technology,False
Satyukt,agri tech,Seed,500000.0,Bangalore,2018.0,"NABVENTURES, Social Alpha (India)",2020,2.0,technology,False
RACEnergy,automobiles,Seed,1000000.0,Hyderabad,2018.0,"growX Ventures, Huddle (Incubator)",2020,2.0,technology,False
TREAD,fitness startup,Pre-seed,1100000.0,Bangalore,2020.0,"Better Capital, Kunal Shah, Gaurav Munjal",2020,0.0,technology,False
Anveshan,foodtech,Pre-seed,100000.0,Bangalore,2019.0,Titan Capital,2020,1.0,technology,False
TeaMonk,food & bevarages,Pre-series A,900000.0,Bangalore,2016.0,"Lead Angels Network, Roots Ventures",2020,4.0,technology,False
Fleetx,tech startup,Pre-series B,3000000.0,Gurugram,2017.0,"Rohit Bansal, Rohan Ranavat",2020,3.0,technology,False
ReNEWate,real estate,Pre-seed,1000000.0,Pune,2018.0,Real Estate Accelerator Program,2020,2.0,non-technology,False
Tango Eye,saas startup,Seed,1000000.0,Chennai,2018.0,"Riso Investments, Lenskart",2020,2.0,technology,False
Rare Planet,reatil startup,Pre-series A,1000000.0,Kolkata,2015.0,Venture Catalysts,2020,5.0,technology,False
Avataa Me,ar platform,Series A,7000000.0,Bangalore,2014.0,Sequoia Capital India,2020,6.0,technology,False
Arrival,ev startup,Seed,118000000.0,London,2015.0,"UPS Ventures, Hyundai Motor Company",2020,5.0,technology,True
Cover Genius,fintech,Seed,15000000.0,Sydney,2014.0,"King River Capital, Leap Capital",2020,6.0,technology,True
Phononic Vibes,deeptech,Seed,2300000.0,Milano,2018.0,Inflection Point Ventures,2020,2.0,technology,False
MikeLegal,legaltech,Seed,1000000.0,Gurugram,2017.0,"SOSV, Artesian",2020,3.0,technology,False
Clair,fintech,Seed,4500000.0,New York,2019.0,"Upfront Ventures, Walkabout Ventures",2020,1.0,technology,False
Gourmet Garden,consumer goods,Seed,1000000.0,Palmwoods,1999.0,Advent Partners,2020,21.0,non-technology,False
Miko,ai startup,Pre-series B,3000000.0,Mumbai,2015.0,"Stride Ventures, YourNest Venture Capital",2020,5.0,technology,False
Ninjacart,food industry,Seed,30000000.0,Bangalore,2015.0,"Syngenta Ventures, Walmart",2020,5.0,non-technology,True
Wow! Momo,food industry,Debt,5000000.0,Kolkata,2008.0,"Tiger Global Management, William Bissell",2020,12.0,non-technology,False
Pepper Content,content marketplace,Series A,4200000.0,Mumbai,2017.0,"Alok Mittal, Manan Maheshwari",2020,3.0,technology,False
LIVSPACE,interior design,Debt,4000000.0,Bangalore,2014.0,"Mercer Investments, Bessemer Venture Partners",2020,6.0,non-technology,False
Acculi Labs,healthcare,Seed,600000.0,Bangalore,2017.0,Startup Basket.,2020,3.0,technology,False
Your MD,healthcare,Seed,25000000.0,London,2012.0,"Orkla Ventures, Smedvig Capital",2020,8.0,technology,True
Antaios,tech company,Seed,11000000.0,France,2016.0,Inflection Point Ventures,2020,4.0,technology,True
Unnati,agritech,Pre-series A,1700000.0,Noida,2017.0,NABVENTURES,2020,3.0,technology,False
Uni,fintech,Seed,18500000.0,Mumbai,2019.0,"Lightspeed India Partners, Accel India",2020,1.0,technology,True
Credit Wise Capital,fintech,Seed,6000000.0,Mumbai,1994.0,Venture Catalysts,2020,26.0,technology,False
Chargebee,saas startup,Series F,55000000.0,San Francisco Bay Area,2011.0,"Accel, Steadview Capital",2020,9.0,technology,True
Reliance Retail Ventures Ltd,retail,Seed,1500000.0,Mumbai,2006.0,"Silver Lake, Mubadala Investment Company",2020,14.0,technology,False
Winuall,edtech,Seed,2000000.0,Bangalore,2019.0,"Amit Lakhotia, Akash Gehani",2020,1.0,technology,False
Genrobotics,ai startup,Seed,300000.0,Trivandrum,2015.0,Unicorn India Ventures,2020,5.0,technology,False
Livve,rental space,Seed,1500000.0,Cochin,2015.0,Inflection Point Ventures,2020,5.0,non-technology,False
Ergos,agritech,Series A,5000000.0,Samastipur,2012.0,"Aavishkaar Venture Capital, Chiratae Ventures",2020,8.0,technology,False
Krishitantra,soil-tech,Seed,1000000.0,Hyderabad,2017.0,"NABVENTURES, Omnivore",2020,3.0,technology,False
PakkaProfile,recruitment startup,Seed,1000000.0,Bangalore,2019.0,Java Capital,2020,1.0,technology,False
Monet Networks,ai startup,Bridge,500000.0,Irvine,2014.0,"SenseAI Ventures, EvoNexus",2020,6.0,technology,False
Unocoin,fintech,Series A,1000000.0,Tumkur,2013.0,"Digital Finance Group, FundersClub",2020,7.0,technology,False
Pesto,edtech,Seed,1000000.0,New Delhi,2017.0,"Sriharsha Majety, Rahul Jaimini",2020,3.0,technology,False
NirogStreet,ayurveda tech,Pre-series A,2000000.0,Gurugram,2016.0,"Wavemaker Partners, Subho Ray",2020,4.0,technology,False
Bambrew,packaging solution startup,Pre-seed,1000000.0,Bangalore,2018.0,Upsparks,2020,2.0,technology,False
Omnify,saas startup,Pre-series A,1000000.0,San Francisco Bay Area,2016.0,"Saurabh Arora, LD Sharma",2020,4.0,technology,False
Fanball XI,gaming,Seed,1000000.0,New Delhi,2019.0,Foxhog Ventures,2020,1.0,technology,False
Treebo Hotels,hospitality,Seed,6000000.0,Bangalore,2015.0,"Ramesh Mangaleswaran, Saikiran Krishnamurthy",2020,5.0,technology,False
GPS Renewables,cleantech,Series A,3000000.0,Bangalore,2010.0,"Triodos, Caspian",2020,10.0,technology,False
Public,social media,Seed,30000000.0,New Delhi,2019.0,"Lee Fixel's Addition, SIG Global, Tanglin Venture Partners",2020,1.0,technology,True
Legal Salah,legaltech,Seed,1000000.0,Kolkata,2015.0,I2I Capitals,2020,5.0,technology,False
FanPlay,gaming,Seed,1000000.0,New Delhi,2018.0,"Core91 Fund, Anupam Mittal",2020,2.0,technology,False
ECOSTP,sanitation solutions,Seed,19000000.0,Bangalore,2017.0,Terwilliger Centre,2020,3.0,technology,True
Coralogix,saas startup,Series B,25000000.0,San Francisco,2013.0,"2B Angels, Janvest Capital Partners",2020,7.0,technology,True
Equiwatt,tech company,Seed,300000.0,Bangalore,2015.0,Rising Stars,2020,5.0,technology,False
AgroWave,agritech,Seed,500000.0,Gurugram,2017.0,Sekhar Puli,2020,3.0,technology,False
Sapio Analytics,tech company,Seed,150000.0,Mumbai,2018.0,Inflection Point Ventures,2020,2.0,technology,False
Taimei,healthcare,Seed,1500000.0,Jiaxing,2013.0,"Cowin Venture, ZSVC",2020,7.0,technology,False
Avanse Financial Services,fintech,Seed,15000000.0,Mumbai,2012.0,International Finance Corporation,2020,8.0,technology,True
Industry Buying,e-commerce,Seed,15000000.0,New Delhi,2013.0,"BlackSoil, BEENEXT",2020,7.0,technology,True
Hopscotch,e-commerce,Seed,25000000.0,Mumbai,2011.0,"Marc Lore, Rise Capital",2020,9.0,technology,True
Pristyn Care,healthcare,Seed,11000000.0,Gurugram,2018.0,"Sequoia Capital India, Hummingbird Ventures",2020,2.0,technology,True
WoodenStreet,home design,Seed,1000000.0,Rajastan,2015.0,"IAN Fund, Rajasthan Venture Capital Fund",2020,5.0,non-technology,False
ACKO,insuretech,Seed,60000000.0,Mumbai,2016.0,"RPS Ventures, Intact Ventures",2020,4.0,technology,True
Farmers Fresh Zone,agritech,Seed,470000.0,Kochi,2015.0,"Artha India Ventures, Nagaraja Prakasam",2020,5.0,technology,False
Invento,ai startup,Seed,1000000.0,Bangalore,2016.0,"Chiripal Group, Ratish Kumar Nair",2020,4.0,technology,False
Infurnia,tech startup,Seed,240000.0,Bangalore,2014.0,"Pallav Nadhani, Idein Ventures",2020,6.0,technology,False
AnalytIQSports's SuperCric,entertainment,Seed,1000000.0,Bangalore,2019.0,Inflection Point Ventures,2020,1.0,technology,False
GenieTalk,tech company,Seed,750000.0,Indore,2016.0,Inflection Point Ventures,2020,4.0,technology,False
Classplus,edtech,Seed,10000000.0,Noida,2018.0,"Spiral Ventures, Surge",2020,2.0,technology,True
Mobile Premier League,entertainment,Seed,74000000.0,Bangalore,2018.0,"Sequoia Capital India, Times Internet",2020,2.0,technology,True
Fourth Partner Energy,solar solution,Seed,16000000.0,Hyderabad,2010.0,"responsAbility, Grameen Impact India (GIII)",2020,10.0,technology,True
Flipkart,e-commerce,Seed,62000000.0,Bangalore,2007.0,"Tencent Holdings, Walmart",2020,13.0,technology,True
Vivriti Capital,fintech,Seed,1000000.0,Chennai,2017.0,"Aspada, Creation Investments Capital Management, LLC",2020,3.0,technology,False
InsuranceDekho,fintech,Seed,20000000.0,Ludhiana,2017.0,GirnarSoft,2020,3.0,technology,True
BestDoc,healthcare,Seed,2100000.0,Kochi,2016.0,Inflection Point Ventures,2020,4.0,technology,False
Melorra,jewellery startup,Seed,12500000.0,Bangalore,2015.0,"Jamshed Jeejeebhoy, Symphony International Holdings",2020,5.0,technology,True
Inflexor Ventures,fintech,Seed,10000000.0,Mumbai,2020.0,Inflection Point Ventures,2020,0.0,technology,True
Pandorum,deeptech startup,Seed,5060000.0,Bangalore,2011.0,"021 Capital, Karnataka Information Technology Venture Capital Fund",2020,9.0,technology,False
SpeakIn,social network,Seed,1000000.0,Noida,2018.0,Homage Ventures.,2020,2.0,technology,False
LetsUp,publication,Seed,1000000.0,Mumbai,2015.0,Inflection Point Ventures,2020,5.0,non-technology,False
Newsreach,publication,Seed,1000000.0,Gujarat,2018.0,Mumbai Angels,2020,2.0,non-technology,False
Dream11,entertainment,Seed,1500000.0,Mumbai,2008.0,"Steadview Capital, Tencent Holdings",2020,12.0,technology,False
SignalX,saas platform,Seed,750000.0,Hyderabad,2018.0,Inflection Point Ventures,2020,2.0,technology,False
JetSynthesys,tech,Seed,40000000.0,Mumbai,2012.0,"Adar C. Poonawalla, Kris Gopalakrishnan",2020,8.0,technology,True
Vesta Space Technology,tech startup,Seed,10000000.0,Pune,2018.0,Inflection Point Ventures,2020,2.0,technology,True
Dozee,healthtech,Seed,1600000.0,Bangalore,2015.0,Inflection Point Ventures,2020,5.0,technology,False
Rebel Foods,food,Seed,50000000.0,Pune,2011.0,Coatue Management,2020,9.0,non-technology,True
Nykaa,fashion,Seed,24700000.0,Mumbai,2012.0,Steadview Capital,2020,8.0,non-technology,True
Ketto,finance,Seed,7700000.0,Mumbai,2012.0,"Mumbai Angels, Redcliffe Capital",2020,8.0,technology,False
Suryoday,finance,Seed,800000.0,Mumbai,2008.0,"Gaja Capital, Kotak Life, Lok Capital",2020,12.0,technology,False
SucSEED,finance,Seed,1300000.0,Hyderabad,2016.0,"DR. Moti Vyas, Udit Goyal",2020,4.0,technology,False
Unacademy,edtech,Seed,1500000.0,Bangalore,2015.0,"Nexus Venture Partners, Sequoia Capital",2020,5.0,technology,False
Strata,real estate,Seed,19067328.0,Bangalore,2019.0,"Propstack, SAIF Partners",2020,1.0,non-technology,True
WE-Hub,entreprenurship,Seed,1000000.0,Hyderabad,2018.0,Inflection Point Ventures,2020,2.0,non-technology,False
Zomato,food devlivery,Seed,62000000.0,Haryana,2008.0,"MacRitchie Investments, Baillie Gifford",2020,12.0,technology,True
Vicara,tech startup,Seed,1000000.0,Bangalore,2017.0,Inflection Point Ventures,2020,3.0,technology,False
Gaana,entertainment,Seed,51000000.0,Gurugram,2010.0,"Tencent Holdings, Times Internet",2020,10.0,technology,True
EM3 Agri,agritech,Seed,1000000.0,Noida,2013.0,"Global Innovation Fund, Soros Economic Development Fund",2020,7.0,technology,False
Plum,cosmetics,Seed,115000.0,Thane,2013.0,"Ronald Conway, Bay Partners",2020,7.0,non-technology,False
Odwen,warehouse,Seed,54000.0,Noida,2018.0,Prospect Partners.,2020,2.0,technology,False
Fasal,agritech,Seed,20000.0,Bangalore,2018.0,"Omnivore, Zeroth.AI",2020,2.0,technology,False
Trukky,logistics,Seed,1000000.0,Ahmedabad,2015.0,Mumbai Angels.,2020,5.0,non-technology,False
BankBazaar,online financial service,Seed,9000000.0,Chennai,2008.0,"Ramesh Srinivasan, Amazon",2020,12.0,technology,True
Specsmakers,eyeglasses,Seed,3000000.0,Chennai,2011.0,Eight Roads Ventures,2020,9.0,non-technology,False
Grinntech,battery design,Seed,2000000.0,Dehradun,2013.0,"Ashok Leyland, V Lakshmi Narayanan",2020,7.0,non-technology,False
CreditMantri,online credit management startup,Seed,803146.0,Chennai,2012.0,"Ranjit Punja, R Sudarshan, Gowri Mukherjee",2020,8.0,technology,False
Chai Waale,beverage,Seed,238000.0,Chennai,2018.0,"Gunavanth Vaid, Bharat Kumar Sohanraj",2020,2.0,technology,False
Deepsync,tech startup,Seed,300000.0,Bangalore,2018.0,Venkat Raju,2020,2.0,technology,False
ConnectedH,healthcare,Seed,1000000.0,Gurgaon,2016.0,Inflection Point Ventures,2020,4.0,technology,False
Reliance Retail,e-commerce,Seed,10220000.0,Mumbai,2006.0,Silver Lake Partners,2020,14.0,technology,True
QShala,edtech,Seed,300000.0,Bangalore,2014.0,Inflection Point Ventures,2020,6.0,technology,False
Pitstop,car service,Seed,1020000.0,Bangalore,2015.0,"Clairvest Group, Ontario Centres of Excellence",2020,5.0,technology,False
Zomato,food devlivery,Seed,100000000.0,Haryana,2008.0,"MacRitchie Investments, Baillie Gifford",2020,12.0,technology,True
Customfit ai,saas startup,Seed,1000000.0,Bangalore,2019.0,Inflection Point Ventures,2020,1.0,technology,False
Nirmata,tech,Seed,1000000.0,San Franciscao,2013.0,"Damien Toledo, Jim Bugwadia, Ritesh Patel",2020,7.0,technology,False
Hire Me Car,traveltech,Seed,1000000.0,Noida,2015.0,US based NRI Investors,2020,5.0,technology,False
Oga Fit,fitness startup,Pre-series A,1000000.0,Bangalore,2017.0,"Inflection Point Ventures, Mitesh Shah",2020,3.0,technology,False
ShipsKart,e-commerce,Pre-series A,200000.0,New Delhi,2018.0,Betatron,2020,2.0,technology,False
SquadStack,tech company,Series A,5000000.0,San Francisco,2014.0,"Chiratae Ventures, Blume Ventures",2020,6.0,technology,False
Financepeer,edtech,Pre-series A,3000000.0,Mumbai,2017.0,"Ravi Sanghvi, PitchRight Venture",2020,3.0,technology,False
Cashify,e-commerce,Debt,10000000.0,Gurugram,2009.0,"Bessemer Venture Partners, CDH Investments",2020,11.0,technology,True
Etrio,ev startup,Series A,3000000.0,Hyderabad,2017.0,HNIs,2020,3.0,technology,False
Codeyoung,edtech,Seed,1000000.0,Bangalore,2019.0,Guild Capital,2020,1.0,technology,False
StayQrious,edtech,Seed,2000000.0,Bangalore,2020.0,Y Combinator,2020,0.0,technology,False
Sunstone Eduversity,edtech,Series A,3000000.0,Gurugram,2014.0,Prime Venture Partners,2020,6.0,technology,False
Infilect,saas startup,Pre-series A,1500000.0,Bangalore,2015.0,"Mela Ventures, 1Crowd",2020,5.0,technology,False
MobiGarage,e-commerce,Pre-series A,1000000.0,New Delhi,2017.0,Inflection Point Ventures,2020,3.0,technology,False
Samunnati,agriculture,Debt,20000000.0,Chennai,2014.0,"responsAbility, Accel",2020,6.0,non-technology,True
WeInnovate Biosolutions,startup laboratory,Seed,1000000.0,Pune,2016.0,Chiratae ventures,2020,4.0,technology,False
Yummy Corp,food industry,Series B,12000000.0,Tangerang,2017.0,"Palm Drive Capital, Amatil X Ventures",2020,3.0,non-technology,True
Smallcase,fintech,Series B,13400000.0,Bangalore,2015.0,"Sequoia Capital India, Blume Ventures",2020,5.0,technology,True
Clairvolex,tech startup,Debt,2000000.0,California,2006.0,"JF Mauritius SPV, IndusAge Partners",2020,14.0,technology,False
Assiduus,e-commerce,Series A,1000000.0,Bangalore,2019.0,VC Firm K Partners,2020,1.0,technology,False
Brinton,healthtech,Debt,1300000.0,California,2014.0,"India Alternatives Private Equity Fund, Tata Capital",2020,6.0,technology,False
AFK Gaming,entertainment,Pre-series A,200000.0,Mumbai,2012.0,Inflection Point Ventures,2020,8.0,technology,False
Infarm,agritech,Series C,1500000.0,Berlin,2013.0,"Bonnier Ventures, Hanaco Venture Capital",2020,7.0,technology,False
Zuper,saas startup,Seed,1100000.0,Seattle,2016.0,"Gemba Capital, Gunderson Dettmer",2020,4.0,technology,False
mCaffeine,personal care startup,Series B,2900000.0,Mumbai,2015.0,"RPSG Ventures, Amicus Capital",2020,5.0,technology,False
Origa,fintech,Debt,2000000.0,Andheri,2013.0,"500 Startups, ah! Ventures",2020,7.0,technology,False
GullyBuy Software,tech startup,Pre-series A,543000.0,Pune,2019.0,Inflection Point Ventures,2020,1.0,technology,False
Recordent,fintech,Seed,1000000.0,Hyderabad,2019.0,Inflection Point Ventures,2020,1.0,technology,False
MPL,entertainment,Series C,90000000.0,Bangalore,2018.0,"Base Partners, GO Ventures",2020,2.0,technology,True
Penny,saas startup,Seed,1300000.0,Riyadh,2020.0,Inflection Point Ventures,2020,0.0,technology,False
Onsitego,customer service company,Series B,30000000.0,Mumbai,2010.0,"Accel, Zodius Capital",2020,10.0,non-technology,True
Precily,saas  startup,Seed,1000000.0,California,2017.0,"Windrose Capital, Anil Advani",2020,3.0,technology,False
SmartClean,tech startup,Pre- series A,3400000.0,Singapore,2017.0,"Seeds Capital, AIM Smart City",2020,3.0,technology,False
ClanConnect,marketing startup,Seed,600000.0,Delhi,2019.0,Inflection Point Ventures,2020,1.0,technology,False
Servify,service industry,Series C,23000000.0,Mumbai,2015.0,"Blume Ventures, Tetrao",2020,5.0,non-technology,True
ShareChat,social media,Pre-series C,40000000.0,Bangalore,2015.0,"Lightspeed venture partners, saif partners",2020,5.0,technology,True
Rephrase.ai,ai,Seed,1500000.0,Bangalore,2018.0,"Techstars Bangalore Accelerator, Techstars",2020,2.0,technology,False
Melorra,jewellery,Debt,8090000.0,Bangalore,2015.0,"Shadows Holdings, Lightbox",2020,5.0,non-technology,False
FabHotels,hospitality,Series B,1030000.0,Gurugram,2014.0,"RB Investments Pte. Ltd, Goldman Sachs",2020,6.0,technology,False
EkAnek,tech startup,Edge,5040000.0,New Delhi,2018.0,"Lightspeed India Partners, Sequoia Capital India",2020,2.0,technology,False
Cub McPaws,ar startup,Pre-series A,800000.0,Mumbai,2018.0,Venture Catalysts,2020,2.0,technology,False
Zimyo,hr tech startup,Seed,1500000.0,Gurgaon,2018.0,"Abhishant Pant, Chiranth Patil",2020,2.0,technology,False
PumPumPum,automotive startup,Debt,360000.0,Gurgaon,2018.0,Inflection Point Ventures,2020,2.0,technology,False
Burgerama,food startup,Pre-series A,1000000.0,Gurgaon,2018.0,"Madison, Anicut",2020,2.0,technology,False
Moms Co,healthcare,Series B,8000000.0,Gurgaon,2016.0,"DSG Consumer Partners, Saama Capital",2020,4.0,technology,False
DillyHub,publication,Seed,1400000.0,Seoul,2018.0,"Kakao Ventures, Shinhan Capital",2020,2.0,non-technology,False
FPL Technologies,fintech,Series A,10000000.0,Pune,2019.0,"Matrix Partners India, Hummingbird Ventures",2020,1.0,technology,True
FITTR,fitness startup,Pre-series A,2000000.0,Pune,2016.0,Surge,2020,4.0,technology,False
Illumnus,edtech startup,Seed,100000.0,Pune,2018.0,23 High Networth Individuals (HNIs).,2020,2.0,technology,False
CashKaro,e-commerce,Series B,10000000.0,Gurgaon,2012.0,"Ratan Tata, Kalaari Capital",2020,8.0,technology,True
Newton School,edtech startup,Seed,650000.0,Bangalore,2019.0,Nexus Venture Partners,2020,1.0,technology,False
Airmeet,tech startup,Series A,12000000.0,Bangalore,2019.0,"Global Founders Capital, Redpoint",2020,1.0,technology,True
Observe ai,tech,Series B,54000000.0,San Francisco,2017.0,"01 Advisors, Steadview Capital",2020,3.0,technology,True
InCred,finance,Debt,5000000.0,Mumbai,2016.0,"Pushpak Credit, Fiscal",2020,4.0,technology,False
Toppr,edtech,Series D,35000000.0,Mumbai,2013.0,"Kaizenvest, Foundation Holdings",2020,7.0,technology,True
CarTrade,car trade,Series H,42500000.0,Mumbai,2009.0,"Pincus, JP Morgan, Temasek, March Capital",2020,11.0,technology,True
LEAD School,edttech,Series C,28000000.0,Mumbai,2012.0,"Westbridge Capital, Elevar Equity",2020,8.0,technology,True
Servify,manufacturing,Series C,11370000.0,Mumbai,2015.0,"Blume Ventures, Tetrao",2020,5.0,technology,True
Lido Learning,edtech,Series B,7500000.0,Mumbai,2019.0,"BAce Capital, Madhur Deora",2020,1.0,technology,False
Apna.co,job portal,Series A,8000000.0,Bangalore,2019.0,"Lightspeed India, Sequoia Capital India",2020,1.0,non-technology,False
Quintype Technologies,tech,Series A,325000.0,Bangalore,2014.0,"IIFL Asset Management, Raghav Bahl",2020,6.0,technology,False
Dunzo,tech,Series E,28000000.0,Bangalore,2014.0,"Wes Schwalje, Alteria Capital",2020,6.0,technology,True
Entropik,ai platform,Series A,8000000.0,Bangalore,2016.0,"IDFC-Parampara Fund, Bharat Innovation Fund",2020,4.0,technology,False
Livspace,home design,Series D,9000000.0,Bangalore,2014.0,"Mercer Investments, Nicholas Cator",2020,6.0,non-technology,True
Ultraviolette Automotive,automation,Series B,410000.0,Bangalore,2015.0,TVS Motor Company,2020,5.0,technology,False
WinZO,gaming,Series B,18000000.0,New Delhi,2016.0,"Makers Fund, Courtside Ventures",2020,4.0,technology,True
SenseHawk,solar saas,Series A,5000000.0,Bangalore,2016.0,"Falcon Edge Capital, SAIF Partners",2020,4.0,technology,False
Railofy,wl & rac protection,Seed,900000.0,Mumbai,2019.0,Chiratae Ventures.,2020,1.0,non-technology,False
Eloelo,social commerce,Seed,450000.0,Bangalore,2020.0,Inflection Point Ventures,2020,0.0,technology,False
Aibono,agritech,Pre-series A,2000000.0,Bangalore,2014.0,"Menterra Venture Advisors, Rianta Capital",2020,6.0,technology,False
BuildPan,saas startup,Seed,500000.0,Indore,2019.0,"Sunil Kumar Singhvi, Yusho Kawata",2020,1.0,technology,False
Homelane,home interior services,Bridge,8000000.0,Bangalore,2014.0,"Accel Partners, Sequoia Capital, Evolvence India, JSW Ventures",2020,6.0,non-technology,False
MyGlamm,fashion,Series B,1000000.0,Mumbai,2015.0,Bessemer Venture Partners,2020,5.0,non-technology,False
Aviom,finance,Debt,682000.0,New Delhi,2016.0,"Insitor Partners, C4D Partners",2020,4.0,technology,False
Flinto,edtech startup,Pre-Series B,7000000.0,Chennai,2013.0,"Sinai Ventures, Y Combinator",2020,7.0,technology,False
WayCool,agritech startup,Series C,5060000.0,Chennai,2015.0,"FMO, IndusInd Bank",2020,5.0,technology,False
YAP,api platform,Series A,4050000.0,Chennai,2014.0,"Jitendra Gupta, Better Capital",2020,6.0,technology,False
Big Bang Boom Solutions,deep tech,Series A,1050000.0,Chennai,2018.0,"Mumbai Angels, Defence Innovation Organisation",2020,2.0,technology,False
GUVI,edtech startup,Series A,800000.0,Chennai,2014.0,"CBA Capital, Gray Matters Capital",2020,6.0,technology,False
